FID_grid,Longitude,Latitude,Samara species richness,Woody samara species richness,Herb samara species richness,Total species,Precentage of total samara,Precentage of woody samara,Precentage of herb samara,Altitude,TOP,ARI,MAT,MDR,TS,TWarmQ,MTCQ,AP,PS,PWQ,PDQ,AMeanW,AMaxW,AMinW
367,112.9019928,33.16956329,80,65,15,1054,0.075901328,0.118613139,0.029644269,187.5491,116.7832,0.013083359,14.92916667,10.45833333,952.8914331,26.48333333,2.75,796,77.13884042,410,47,2.133333296,2.599999905,1.899999976
368,113.9875488,33.09421539,8,6,2,107,0.074766355,0.117647059,0.035714286,103.9457,83.0601,0.016773323,15.09166667,10.08333333,959.5117919,26.88333333,2.9,742,73.18137142,378,60,2.25000002,2.700000048,2
369,115.070961,33.00921249,16,10,6,229,0.069868996,0.12195122,0.040540541,40.3177,5.0927,0.002106529,15.33333333,9.733333333,961.0135117,27.01666667,3.05,828,70.51395216,411,75,2.308333298,2.799999952,2
370,116.1519699,32.9145813,18,10,8,338,0.053254438,0.104166667,0.032921811,27.6387,4.0015,0.001943783,15.7375,9.358333333,958.1210898,27.35,3.5,845,74.3224389,436,75,2.416666706,3,2.200000048
371,117.2303238,32.81035233,12,7,5,287,0.041811847,0.077777778,0.025252525,35.2389,28.1237,0.005818123,15.52916667,9.275,992.3421751,27.56666667,2.866666667,847,75.93182629,427,75,2.5,3.099999905,2.200000048
372,118.3057938,32.69655609,10,7,3,168,0.05952381,0.08045977,0.036585366,44.303,35.0938,0.196049515,15.07916667,8.691666667,959.086825,26.65,2.933333333,917,72.96833574,458,92,2.608333329,3.099999905,2.200000048
373,119.3781281,32.57322693,6,4,2,187,0.032085561,0.070175439,0.015267176,10.4503,14.6785,0.008213463,15.2375,8.208333333,966.6087039,26.88333333,3.3,984,67.1849502,480,101,2.566666623,3.099999905,2.099999905
374,120.4240875,32.42863083,3,1,2,92,0.032608696,0.052631579,0.027027027,3.7946,2.3131,0.001388215,14.82083333,7.891666667,917.5571776,25.83333333,3.3,1005,63.13312546,481,111,2.758333365,3.299999952,2.299999952
375,121.1974945,32.17465591,4,3,1,126,0.031746032,0.075,0.011627907,4.0533,1.8214,0.001675641,14.99166667,6.8,887.2757933,25.6,3.783333333,1045,55.85086567,456,113,3.541666667,3.900000095,3.200000048
376,79.3339386,31.57672691,7,1,6,428,0.01635514,0.019230769,0.016304348,4538.9884,517.7055,2.318137939,1.8625,12.05833333,735.7282261,10.96666667,-7.166666667,593,60.43450977,270,67,2.266666671,2.900000095,1.700000048
377,80.35658264,31.79308891,3,0,3,191,0.015706806,0,0.017647059,5112.281,454.5837,0.91734375,-1.758333333,13.73333333,814.6857546,8.566666667,-11.43333333,295,91.88765846,172,27,3.008333345,3.700000048,2.400000095
378,81.39821625,32.00681686,0,0,0,142,0,0,0,4979.7798,266.6015,2.513267578,-2.904166667,13.825,802.856996,7.266666667,-12.43333333,245,93.73741254,143,21,3.283333341,4,2.5
379,82.44516754,32.21140289,0,0,0,142,0,0,0,4867.4111,341.1579,0.984244629,-1.125,13.85,783.9541383,8.666666667,-10.58333333,223,86.78259738,124,18,3.583333333,4.5,2.900000095
380,83.49725342,32.40678406,5,0,5,269,0.018587361,0,0.020080321,4804.7669,290.4697,1.212279785,-2.416666667,13.86666667,780.8018412,7.3,-11.86666667,192,88.86915816,108,16,3.850000024,5,2.900000095
381,84.55426788,32.59290695,5,0,5,269,0.018587361,0,0.020080321,4878.0822,249.428,0.384430664,-3.1625,14.00833333,792.7802774,6.65,-12.81666667,166,101.4314471,102,11,3.841666639,4.699999809,3
382,85.61600494,32.76971436,5,0,5,269,0.018587361,0,0.020080321,5042.8841,186.7398,1.274041992,-5.8,13.91666667,807.8534971,4.233333333,-15.55,156,118.9428059,106,9,4.158333321,5.199999809,3.299999952
383,86.68225098,32.93716049,0,0,0,25,0,0,0,4996.2251,234.0019,0.009180664,-1.425,14.15,820.8850545,8.6,-11.53333333,179,125.823875,126,6,3.383333306,4.099999905,2.599999905
384,87.75278473,33.09518433,0,0,0,25,0,0,0,5048.6228,206.3444,0.09253125,-3.208333333,13.88333333,830.8917262,6.916666667,-13.36666667,195,129.9646164,141,4,4.074999968,5,2.900000095
385,88.82739258,33.2437439,3,0,3,261,0.011494253,0,0.012096774,5088.0396,189.0459,0.342055664,-4.420833333,13.775,834.2864625,5.716666667,-14.61666667,215,128.2387394,155,4,4.075000028,5.300000191,3
386,89.90583038,33.38278961,3,0,3,261,0.011494253,0,0.012096774,5045.9384,128.6345,0,-4.633333333,14.05,842.0384717,5.566666667,-14.95,242,126.2066644,173,3,3.60833329,5.099999905,2.799999952
387,90.98786926,33.51227951,5,1,4,349,0.014326648,0.014492754,0.014336918,5245.7681,245.2005,1.00594043,-6.6375,14.40833333,844.5873791,3.583333333,-16.91666667,272,123.9203135,192,5,3.891666591,4.699999809,3.099999905
388,92.07327271,33.63217545,5,1,4,349,0.014326648,0.014492754,0.014336918,4899.6409,221.9374,0.456714844,-3.9875,15.10833333,858.8658616,6.3,-14.55,310,122.230709,217,5,3.458333294,4.099999905,2.799999952
389,93.16179657,33.74243164,6,0,6,501,0.011976048,0,0.012820513,4682.2218,159.0565,0.581724609,-4.6375,14.575,840.8494758,5.416666667,-15,355,116.6916959,240,5,3.641666631,4.699999809,2.700000048
390,94.25318146,33.84301758,6,0,6,501,0.011976048,0,0.012820513,4766.4598,185.1901,0.220146973,-4.045833333,13.94166667,834.0957497,5.866666667,-14.43333333,388,110.1650995,251,8,3.166666667,3.799999952,2.5
391,95.34718323,33.93389511,6,0,6,501,0.011976048,0,0.012820513,4732.9842,290.4126,1.37779248,-4.754166667,13.825,828.0767925,5.05,-15.1,417,106.2881718,261,9,2.983333329,4.099999905,2.299999952
392,96.44353485,34.01504135,4,0,4,453,0.008830022,0,0.009478673,4609.3786,218.0962,1.854902344,-3.383333333,14.18333333,818.389031,6.233333333,-13.7,419,103.4020266,256,10,2.783333341,3.599999905,2.299999952
393,97.54199219,34.08642197,1,0,1,436,0.002293578,0,0.002457002,4622.5685,135.0587,0.555502441,-5.458333333,13.73333333,803.8651892,3.983333333,-15.6,427,101.4364435,259,11,3.641666631,4.699999809,2.799999952
394,98.64228058,34.14801407,5,0,5,562,0.008896797,0,0.009328358,4392.1388,148.8546,0.388208496,-2.7375,13.85833333,822.0985481,6.75,-13.3,431,99.03282017,256,11,3.074999968,4.099999905,2.299999952
395,99.74412537,34.19979858,12,4,8,933,0.012861736,0.030534351,0.010012516,4373.3612,242.4472,0.602575195,-4.725,13.75,802.2312634,4.516666667,-15.06666667,528,97.93606372,309,12,3.475000044,4.400000095,2.5
396,100.8472748,34.24176025,5,0,5,439,0.011389522,0,0.0125,4025.6015,298.1638,1.86081665,-3.05,14.7,777.9927553,5.866666667,-13.16666667,607,96.26261121,346,13,3.200000008,4.099999905,2.700000048
397,101.9514542,34.27388,8,3,5,788,0.010152284,0.02970297,0.007309942,3683.0461,227.649,1.326950684,-0.758333333,15,742.9298062,7.75,-10.5,657,93.61388672,364,12,2.691666683,3.400000095,2.200000048
398,103.0563812,34.29614639,29,17,12,947,0.03062302,0.068825911,0.017167382,3331.8122,352.7401,1.714207031,0.5125,14.14166667,734.6833734,9.016666667,-9.15,652,87.83082291,347,14,2.975000024,3.900000095,2.299999952
399,104.1617966,34.3085556,45,26,19,1586,0.028373266,0.055555556,0.017070979,2700.6838,413.2139,0.68723291,5.491666667,12.01666667,745.1138819,14.38333333,-4.15,625,83.24703566,318,13,2.274999986,2.799999952,1.899999976
400,105.2674179,34.31110382,47,35,12,730,0.064383562,0.111111111,0.028846154,1863.2366,352.8755,0.731039063,9.804166667,9.975,832.0114136,19.75,-0.983333333,606,82.95158422,313,13,1.816666643,2.099999905,1.5
401,106.3729706,34.30378342,75,54,21,1294,0.057959815,0.102661597,0.02734375,1556.0384,306.0249,0.735188965,9.304166667,9.141666667,856.7657427,19.66666667,-1.766666667,681,82.55182199,365,17,1.883333325,2.299999952,1.5
402,107.4781876,34.28660583,127,92,35,2577,0.049282111,0.096638655,0.021525215,1274.8773,627.784,0.437057739,13.06666667,9.416666667,925.1298025,24.41666667,1.333333333,696,79.24557803,368,19,1.666666657,2.099999905,1.299999952
403,108.5827866,34.25957108,108,85,23,1967,0.054905948,0.109254499,0.019392917,764.4821,519.986,0.009429291,14.975,10.58333333,1017.670022,27.41666667,2.133333333,569,77.15073435,292,18,1.675000002,2.200000048,1.299999952
404,109.6865005,34.22269058,73,54,19,1302,0.056067588,0.101694915,0.02464332,989.3421,471.1047,1.688857544,7.295833333,7.325,862.9691302,17.9,-3.666666667,862,71.14476206,425,38,2.641666651,3.299999952,2.299999952
405,110.7890549,34.1759758,107,79,28,1830,0.058469945,0.103403141,0.026192703,1010.4465,305.7605,0.917718018,10.02083333,9.658333333,917.4853438,21.23333333,-1.75,731,74.3637643,369,33,2.449999988,3,2.099999905
406,111.8901825,34.11944199,115,87,28,1872,0.061431624,0.108074534,0.026217228,778.7624,374.4041,0.551502594,12.50416667,11.75833333,968.7185968,24.21666667,0.05,687,78.04530935,357,33,2.191666673,2.700000048,1.700000048
407,112.9896088,34.05311203,59,45,14,811,0.072749692,0.114795918,0.033333333,290.6143,185.1005,0.012833649,14.3875,11.64166667,989.5249664,26.31666667,1.683333333,699,79.6628578,368,36,2.149999996,2.700000048,1.799999952
408,114.0870819,33.977005,4,2,2,56,0.071428571,0.086956522,0.060606061,69.833,22.2688,0.002990234,14.66666667,10.75,986.1894833,26.63333333,2.066666667,711,86.00258612,388,45,2.258333306,2.799999952,2
409,115.1823349,33.89114761,1,1,0,45,0.022222222,0.076923077,0,46.0259,5.9507,0.002065811,14.8,10.51666667,986.7416536,26.75,2.183333333,745,87.74514761,411,54,2.324999968,2.799999952,2
410,116.2751007,33.79557037,10,7,3,187,0.053475936,0.098591549,0.025862069,34.6279,7.1714,0.001487724,15.21666667,10.13333333,989.2796583,27.13333333,2.516666667,776,90.71099878,440,58,2.441666683,3,2.099999905
411,117.3651352,33.6903038,12,6,6,348,0.034482759,0.055555556,0.024793388,29.1886,21.2661,0.002667311,15.43333333,9.5,998.563362,27.4,2.65,668,88.07004448,381,58,2.458333304,3.099999905,1.899999976
412,118.452179,33.57537842,3,0,3,76,0.039473684,0,0.046875,15.6764,6.2066,0.010527819,14.85,8.983333333,975.7258371,26.61666667,2.45,804,92.19527983,467,75,2.475000004,3.099999905,2
413,119.5359802,33.45083618,13,7,6,190,0.068421053,0.2,0.038461538,2.9519,3.5943,0.001174328,14.57083333,8.575,954.576199,26.11666667,2.616666667,879,80.68190086,475,86,2.641666671,3,2.200000048
414,120.305069,33.35638428,4,1,3,88,0.045454545,0.03030303,0.054545455,1.4813,1.832,0,14.44583333,8.458333333,933.6523062,25.7,2.8,980,77.07715788,522,89,3.125,3.799999952,2.799999952
415,79.36016083,32.31492233,7,1,6,428,0.01635514,0.019230769,0.016304348,4965.5656,503.5064,2.078563477,-5.504166667,13.05833333,846.2899201,5.183333333,-15.58333333,245,83.39507513,135,27,3.174999992,4.699999809,2.099999905
416,80.09049225,32.65351105,3,0,3,191,0.015706806,0,0.017647059,4885.2331,468.8411,1.486951172,-3.820833333,14.725,912.2810032,7.8,-14.6,119,112.2464445,77,11,3.24999998,3.900000095,2.5
417,81.14247894,32.86924362,4,0,4,335,0.011940299,0,0.013333333,4922.2384,378.8575,1.448973633,-5.15,14.5,889.4048061,6.133333333,-15.7,123,111.8668677,79,11,3.508333325,4.599999905,2.599999905
418,82.19995117,33.07576752,0,0,0,142,0,0,0,4783.411,308.5986,0.218556152,-1.458333333,14.6,864.8458437,9.333333333,-11.96666667,127,98.7273815,76,9,3.508333325,4.300000191,2.799999952
419,83.2627182,33.2730217,5,0,5,269,0.018587361,0,0.020080321,4947.7571,312.4168,0.381818848,-4.9,14.21666667,853.0320254,5.75,-15.23333333,131,100.5328257,79,10,3.658333341,4.5,2.900000095
420,84.33056641,33.46094131,5,0,5,269,0.018587361,0,0.020080321,4877.1824,230.6358,0.757480957,-3.995833333,14.30833333,852.4868923,6.55,-14.41666667,127,108.0684703,80,8,3.958333333,4.699999809,3.400000095
421,85.40329742,33.63947678,5,0,5,269,0.018587361,0,0.020080321,5107.0931,233.2958,0.736891113,-6.258333333,14.08333333,852.5518735,4.283333333,-16.65,133,119.726071,90,7,3.924999972,5,3.099999905
422,86.48068237,33.80856323,0,0,0,25,0,0,0,5071.0816,198.3197,0.577819336,-5.2625,14.10833333,859.7042964,5.3,-15.78333333,146,123.0549901,102,6,4.108333349,5.099999905,3.299999952
423,87.5625,33.96815872,0,0,0,25,0,0,0,5122.0244,154.632,0.026216797,-5.258333333,14.03333333,861.507224,5.266666667,-15.81666667,162,130.0570155,118,4,3.891666651,5.099999905,3
424,88.64851379,34.11820221,0,0,0,25,0,0,0,5131.5048,221.0197,0.33014209,-6.2375,13.94166667,858.5403178,4.25,-16.71666667,185,127.8724545,134,4,4.116666675,5.099999905,3.299999952
425,89.73848724,34.25864792,3,0,3,261,0.011494253,0,0.012096774,5182.6339,176.7802,0.313328613,-6.383333333,14.15,859.9955955,4.083333333,-16.88333333,205,126.8909964,148,3,4.125,5.5,3.200000048
426,90.83219147,34.38945389,5,1,4,349,0.014326648,0.014492754,0.014336918,5063.9569,203.9871,0.427331543,-5.783333333,14.55,862.8529142,4.65,-16.33333333,229,126.7026978,165,2,3.908333361,4.800000191,3
427,91.92935944,34.51057053,5,1,4,349,0.014326648,0.014492754,0.014336918,4810.3366,130.1963,0.502873535,-5.433333333,14.91666667,861.6589004,4.966666667,-15.95,257,126.4461369,184,2,3.433333337,4.099999905,2.700000048
428,93.02975464,34.62195587,6,0,6,501,0.011976048,0,0.012820513,4671.9307,164.6716,1.392288574,-6.270833333,14.29166667,836.7916498,3.816666667,-16.5,304,119.259393,208,5,3.99999994,5.199999809,3
429,94.13311005,34.72357941,4,0,4,438,0.00913242,0,0.009803922,4578.6335,175.951,0.816108398,-4.6125,14.00833333,852.9550905,5.566666667,-15.18333333,297,112.0653572,194,6,3.37499998,4.5,2.5
430,95.23916626,34.81539917,4,0,4,438,0.00913242,0,0.009803922,4580.2735,180.217,0.976702148,-5.4125,13.94166667,858.0795815,4.816666667,-16.08333333,321,107.9958645,204,6,3.191666683,4.099999905,2.400000095
431,96.34765625,34.89738846,4,0,4,438,0.00913242,0,0.009803922,4571.1619,142.8201,0.208570313,-4,14.01666667,861.7661568,6.166666667,-14.85,340,102.3842843,209,9,3.158333282,4.199999809,2.400000095
432,97.45832062,34.96951675,5,0,5,562,0.008896797,0,0.009328358,4428.7274,143.4341,0.239581055,-3,13.73333333,863.4181543,7.116666667,-13.96666667,345,98.63826229,209,11,3.125,4.199999809,2.400000095
433,98.57087708,35.03175354,5,0,5,562,0.008896797,0,0.009328358,4371.2206,185.0906,0.349666992,-3.491666667,13.56666667,867.3125507,6.55,-14.6,346,97.09668855,206,11,3.266666651,4.099999905,2.5
434,99.68505096,35.08408356,7,0,7,836,0.008373206,0,0.009421265,4123.151,487.7237,0.845510742,-2.079166667,14.475,877.787659,7.916666667,-13.45,403,97.4306631,235,9,2.741666675,3.799999952,2.200000048
435,100.8005676,35.12648773,8,2,6,678,0.01179941,0.022988506,0.010204082,3683.7813,295.9895,0.716980225,0.3125,15.74166667,842.3023777,9.866666667,-10.71666667,470,98.10753005,271,7,2.791666706,4,2.200000048
436,101.9171448,35.15894318,12,6,6,1034,0.011605416,0.034285714,0.007009346,3679.6793,338.5836,1.023744873,1.266666667,14.83333333,778.0404679,10.21666667,-8.966666667,562,94.40714139,313,10,2.566666692,3.5,1.899999976
437,103.0345001,35.18144989,24,10,14,1297,0.018504241,0.035842294,0.013765978,3059.7728,536.5479,1.346680664,-1.645833333,13.00833333,745.0181765,7.133333333,-11.3,633,90.39051162,347,14,3.024999956,3.799999952,2.5
438,104.152359,35.1939888,36,21,15,1178,0.030560272,0.060344828,0.018137848,2306.2615,326.0705,0.396018311,6.033333333,11.31666667,839.705937,15.96666667,-4.916666667,515,87.08488427,276,10,2.158333331,2.700000048,1.600000024
439,105.2704315,35.19656372,10,5,5,259,0.038610039,0.079365079,0.025510204,1855.6481,219.1138,0.555282349,7.933333333,10.05,890.8686602,18.55,-3.633333333,519,85.41623797,279,12,1.958333353,2.5,1.600000024
440,106.3884277,35.18916702,74,51,23,1397,0.052970651,0.110151188,0.024625268,1765.5573,340.0506,1.135070068,4.683333333,9.316666667,851.2566468,15.01666667,-6.216666667,640,86.18080228,356,16,2.616666655,3.200000048,2.099999905
441,107.5060806,35.17180634,18,8,10,297,0.060606061,0.074074074,0.053191489,1217.6574,134.9838,0.465942261,10.40833333,9.833333333,938.8286545,21.75,-1.683333333,600,83.73985692,331,15,1.991666655,2.400000095,1.700000048
442,108.6231003,35.14448547,15,9,6,376,0.039893617,0.062937063,0.025974026,1171.6516,264.3359,0.489167358,8.8375,9.108333333,941.5391775,20.26666667,-3.233333333,639,81.7872177,349,21,2.283333311,3,1.899999976
443,109.7391968,35.10721588,6,3,3,182,0.032967033,0.044117647,0.026315789,691.0434,297.3009,0.352324768,13.08333333,10.58333333,1036.533412,25.56666667,-0.316666667,554,80.24723089,297,18,1.966666649,2.599999905,1.700000048
444,110.8540955,35.060009,45,31,14,837,0.053763441,0.090116279,0.028340081,565.9961,232.033,0.014685181,13.70833333,10.48333333,1060.149718,26.53333333,1.48E-16,512,81.6335734,275,17,1.99999999,2.599999905,1.5
445,111.9675217,35.00288391,75,54,21,1439,0.052119527,0.087947883,0.025516403,639.5304,341.0768,0.645663208,12.34583333,11.475,1001.118598,24.36666667,-0.6,594,83.16355803,323,25,2.233333329,2.700000048,1.799999952
446,113.0791931,34.93585968,33,23,10,559,0.059033989,0.09623431,0.031347962,248.661,222.0488,0.00511525,14.55,11.76666667,1006.32319,26.58333333,1.533333333,607,84.65625064,334,26,2.308333327,2.799999952,1.899999976
447,114.1888428,34.8589592,5,4,1,228,0.021929825,0.0625,0.006134969,80.4613,22.7088,0.006621834,14.90833333,11.23333333,1030.109953,27.23333333,1.633333333,609,108.708113,382,31,2.416666657,3,1.899999976
448,115.2961884,34.77220917,1,1,0,70,0.014285714,0.033333333,0,57.7851,7.113,0.002909576,14.30416667,10.74166667,1021.045494,26.6,1.2,663,97.43275599,389,36,2.366666655,2.900000095,2
449,116.4009705,34.67564392,3,1,2,133,0.022556391,0.025641026,0.021276596,41.9092,5.3592,0.002791409,14.5,10.61666667,1016.117835,26.7,1.416666667,725,96.33268481,425,40,2.5,3.099999905,2.200000048
450,117.5029297,34.56929016,10,5,5,267,0.037453184,0.065789474,0.026041667,50.4531,43.5391,0.004848307,14.5625,10.09166667,1015.31483,26.75,1.516666667,742,98.06566943,455,45,2.508333306,3.099999905,2.099999905
451,118.6017914,34.45319366,4,1,3,115,0.034782609,0.03125,0.036144578,24.3485,20.4404,0.009516457,14.1,9.3,996.6557717,26.08333333,1.366666667,800,97.75735266,493,53,2.550000012,3.200000048,2.099999905
452,119.6292953,34.23121262,2,2,0,103,0.019417476,0.057142857,0,5.2625,30.8075,0.001103687,13.8875,8.325,963.724133,25.46666667,1.733333333,749,79.27361329,408,65,3.183333357,3.900000095,2.700000048
453,79.08834076,33.43371582,4,0,4,335,0.011940299,0,0.013333333,4950.0328,536.7381,3.315597656,-4.904166667,13.675,922.2464134,6.6,-16.08333333,103,82.5995192,55,13,3.175000012,4.099999905,2.599999905
454,79.81871796,33.51235962,4,0,4,335,0.011940299,0,0.013333333,4907.2333,465.8862,3.91E-05,0.145833333,15.05833333,950.5655215,12.01666667,-11.46666667,59,81.10516051,31,7,2.533333341,3,1.5
455,80.88124847,33.73018265,4,0,4,335,0.011940299,0,0.013333333,4967.3062,337.3991,1.935771973,-5.045833333,14.775,948.4040622,6.883333333,-16.48333333,65,125.5725992,44,5,3.966666599,5,3.5
456,81.94944,33.93872833,4,0,4,335,0.011940299,0,0.013333333,5232.36,291.3535,0.732213867,-4.4625,14.69166667,929.8658872,7.15,-15.78333333,77,113.8367267,49,5,3.850000024,4.900000095,3
457,83.02309418,34.13792801,5,0,5,269,0.018587361,0,0.020080321,5173.8712,177.2161,0.433045898,-5.195833333,14.475,912.632203,6.116666667,-16.36666667,89,112.1407471,57,6,4.008333365,4.800000191,3.400000095
458,84.10199738,34.32772446,5,0,5,269,0.018587361,0,0.020080321,5156.9018,201.174,0.237041016,-5.2,14.41666667,903.2466692,5.933333333,-16.31666667,101,111.8529074,66,6,3.975000004,4.800000191,3
459,85.18593597,34.50805664,0,0,0,25,0,0,0,5204.4831,204.1813,1.430210449,-8.891666667,14.05,888.8624838,2.1,-19.73333333,119,120.5076218,82,6,4.141666591,5.5,3
460,86.27468109,34.67886353,0,0,0,25,0,0,0,5143.0239,239.1318,0.20676416,-6.054166667,14.24166667,896.4461611,4.9,-17.13333333,122,127.2713312,88,3,4.049999992,4.900000095,3
461,87.36801147,34.84009171,0,0,0,25,0,0,0,4996.7575,133.3769,0.431055176,-5.270833333,14.25833333,894.883076,5.616666667,-16.35,137,127.2313426,100,3,3.87499996,5,3.200000048
462,88.46566772,34.99168396,3,0,3,261,0.011494253,0,0.012096774,5013.6433,147.4949,0.424100098,-7.229166667,14.09166667,878.4916265,3.483333333,-18,158,128.7614494,116,2,4.116666714,5.300000191,3.299999952
